,2021-12-30,消息称华润微 12 英寸先进功率半导体晶圆生产线项目有望于明年建成投产,中电网
1608,2020-05-14,杠杆资金5天加仓近300亿 一大批股票创新高（名单）,中证报
1609,2020-05-13,华润微现1笔大宗交易 共成交262.02万元,新浪
1610,2020-05-13,华润微今日大宗交易成交6.60万股，成交价39.7元溢价0.0%,Wind
1611,2020-05-12,芯朋微IPO：与客户三角关系存疑，采购单价与供应商矛盾,中金在线
1612,2020-05-12,【光大电子通信|科技大讲堂 4 之功率半导体】,EBSCN电子
1613,2020-05-11,科创板2019年年报整体扫描，成绩如何？,钛媒体
1614,2020-05-11,次新股指数六连阳，博弈风险加剧,Wind
1615,2020-05-07,券商首次关注5股并给予买入评级（5月7日）,Wind
1616,2020-05-07,【东北电子张世杰】华润微（688398.SH）深度报告：制造与产品两翼齐飞，IDM航母再启航,东北证券研究所
1617,2020-05-07,前四个月券商IPO承销收入近40亿元同比增长75%,Wind
1618,2020-05-06,中泰电子|功率半导体2019年报&2020一季报综述：景气度触底回升，疫情促进国产替代,刘翔电子研究
1619,2020-05-06,【国信港股&海外】半导体制造大年，买入并坚定持有中芯国际与华虹半导体,学恒的海外观察
1620,2020-05-06,红筹企业回归A股门槛显著降低,Wind
1621,2020-04-30,科创板一季报|半导体板块：10家公司净利增长华润微增速最高,科创板日报
1622,2020-04-30,科创板收评 | 95只个股上涨，沪硅产业和聚辰股份涨停,第一财经
1623,2020-04-30,上交所：科创板公司年报全部披露，亮点纷呈,Wind
1624,2020-04-29,4月29日四大证券报精华摘要：银行理财产品收益率跌破4% 保险产品和资产配置走俏,证券日报
1625,2020-04-29,华润微业绩首秀：低基数致一季度利润大幅上涨，折旧下降推升毛利率,面包财经
1626,2020-04-29,业绩说明会开启IC主题周 两公司打头阵细说好前景,上证报
1627,2020-04-29,公募掘金次新股，200只基金扎堆京沪高铁,Wind
1628,2020-04-29,科创板迎来第100家上市企业，近两成公司研发投入占比20%以上,Wind
1629,2020-04-28,华润微：预计未来两月业绩仍平稳 下半年半导体市场尚无法预估,e公司
1630,2020-04-28,华润微：外延并购是公司发展驱动力之一,金融界
1631,2020-04-28,华润微陈南翔：今年碳化硅会形成销售,金融界
1632,2020-04-28,华润微陈南翔：二季度订单依然充足,上证报
1633,2020-04-28,华润微：全球半导体产业如果新建产能走差异化道路 产能就不会过剩,e公司
1634,2020-04-28,【直播】华润微2019年度业绩说明会,e公司
1635,2020-04-27,A股融资融券日报：两融余额减少69.89亿元（4月24日）,Wind
1636,2020-04-27,华润微上市俩月首份年报营收净利双降 中金保荐汗颜 盈利能力下降,中国经济网
1637,2020-04-27,社保养老金买入两科创板股票 私募大咖邓晓峰王亚伟也出手,中国基金报
1638,2020-04-24,【华润微|国信电子】财报点评：中国最大的IDM半导体迎风起航,国信电子研究
1639,2020-04-24,【中航军工】华润微（688396）2019年报点评：短期业绩承压，长期将持续受益于国产替代红利 盈利能力下降,微信
1640,2020-04-24,中泰电子丨华润微2019年报&2020一季报点评：功率半导体景气度攀升，业绩大幅增长,刘翔电子研究
1641,2020-04-24,券商首次关注8股并给予买入评级（4月24日）,Wind
1642,2020-04-24,A股融资融券日报：两融余额增加0.38亿元（4月23日）,Wind
1643,2020-04-24,258股获券商买入评级，海普瑞目标涨幅达80.59%,Wind
1644,2020-04-23,【中金电子与通信】华润微（688396.SH）：1Q20：产品结构改善推动利润超预期,乐平科技视角
1645,2020-04-23,“红筹第一股”华润微年营收超57亿元 一季度净利润增长逾6倍,证券日报
1646,2020-04-23,华润微（688396）财报点评：中国最大的IDM半导体迎风起航,国信研究
1647,2020-04-23,晨会聚焦200423重点关注中国国旅、安车检测、珀莱雅、太阳纸业、爱婴室、光环新网、中国联通、常熟银行、华润微、景旺电子,国信研究
1648,2020-04-23,【华西电子孙远峰团队-持续推荐华润微】功率半导专芯致志，特色工艺术业专攻,远峰电子
1649,2020-04-23,华润微：全产业链产品优势强 客户粘度高丨公司问答,第一财经
1650,2020-04-23,48只科创板股融资余额环比增加,证券时报网
1651,2020-04-23,A股异动丨华润微盘初大涨逾14% 一季度净利暴增631.73%至1.14亿元,格隆汇
1652,2020-04-23,销售收入和毛利率下滑 华润微2019年盈利降6.68%至4亿元 盈利能力下降,资本邦
1653,2020-04-23,A股融资融券日报：两融余额增加36.64亿元（4月22日）,Wind
1654,2020-04-22,华润微一季度净利同比增逾六倍,金融界
1655,2020-04-22,科创板晚报|华润微一季度净利增6倍半导体分析检测公司“胜科纳米”获千万投资,科创板日报
1656,2020-04-22,华润微：董事长李福利辞职 董监高成员变化,Wind
1657,2020-04-22,华润微：一季度净利1.14亿元 同比增632%,e公司
1658,2020-04-22,华润微(688396.SH)一季度净利升631.73%至1.14亿元,格隆汇
1659,2020-04-22,华润微：一季度净利润同比增长631.73%,Wind
1660,2020-04-22,华润微：2019年净利润同比减少6.68% 盈利能力下降,Wind
1661,2020-04-22,科创板股融资融券余额每日变动（4月21日）,证券时报网
1662,2020-04-22,A股融资融券日报：两融余额增加10.51亿元（4月21日）,Wind
1663,2020-04-22,【华西电子孙远峰团队-持续推荐华润微】产品业务占比逐渐提升，IGBT/SiC持续突破,远峰电子
1664,2020-04-21,43只科创板股融资余额环比增加,证券时报网
1665,2020-04-21,A股融资融券日报：两融余额增加42.91亿元（4月20日）,Wind
1666,2020-04-20,34只科创板股融资余额环比增加,证券时报网
1667,2020-04-17,A股融资融券日报：两融余额增加21.15亿元（4月16日）,Wind
1668,2020-04-17,科创板股融资融券余额每日变动（4月16日）,证券时报网
1669,2020-04-16,A股融资融券日报：两融余额减少0.95亿元（4月15日）,Wind
1670,2020-04-16,科创板股融资融券余额每日变动（4月15日）,证券时报网
1671,2020-04-15,A股融资融券日报：两融余额增加8.75亿元（4月14日）,Wind
1672,2020-04-15,47只科创板股融资余额环比增加,证券时报网
1673,2020-04-14,华润微：获得政府补助6045.86万元,金融界
1674,2020-04-14,华润微(688396.SH)近期累计获6045.86万元政府补助,格隆汇
1675,2020-04-14,A股融资融券日报：两融余额减少5.11亿元（4月13日）,Wind
1676,2020-04-14,科创板股融资融券余额每日变动（4月13日）,证券时报网
1677,2020-04-13,A股融资融券日报：两融余额减少69.06亿元（4月10日）,Wind
1678,2020-04-13,科创板股融资融券余额每日变动（4月10日）,证券时报网
1679,2020-04-10,科创板股融资融券余额每日变动（4月9日）,证券时报网
1680,2020-04-10,A股融资融券日报：两融余额增加27.65亿元（4月9日）,Wind
1681,2020-04-09,A股融资融券日报：两融余额减少0.1亿元（4月8日）,Wind
1682,2020-04-09,科创板股融资融券余额每日变动（4月8日）,证券时报网
1683,2020-04-08,A股融资融券日报：两融余额增加64.16亿元（4月7日）,Wind
1684,2020-04-08,科创板股融资融券余额每日变动（4月7日）,证券时报网
1685,2020-04-07,A股融资融券日报：两融余额减少72.42亿元（4月3日）,Wind
1686,2020-04-07,34只科创板股融资余额环比增加,证券时报网
1687,2020-04-03,华润微(688396.SH)：超额配售选择权已获全额行使 国家集成电路产业投资基金持股升至6.43%,格隆汇
1688,2020-04-03,A股融资融券日报：两融余额增加17.64亿元（4月2日）,Wind
1689,2020-04-03,46只科创板股融资余额环比增加,证券时报网
1690,2020-04-02,科创板收评 | 6只个股涨幅超10%，仅有博瑞医药、东方生物收跌,第一财经
1691,2020-04-02,44只科创板股融资余额环比增加,证券时报网
1692,2020-04-01,42只科创板股融资余额环比增加,证券时报网
1693,2020-03-31,龙头稳固，2020年度一季度中国上市企业市值500强榜单发布,Wind
1694,2020-03-31,A股融资融券日报：两融余额减少40.59亿元（3月30日）,Wind
1695,2020-03-30,3月30日科创板主力资金净流出7.97亿元,证券时报网
1696,2020-03-30,A股融资融券日报：两融余额减少56.76亿元（3月27日）,Wind
1697,2020-03-27,A股融资融券日报：两融余额减少37.84亿元（3月26日）,Wind
1698,2020-03-26,券商首次关注10股并给予买入评级（3月26日）,Wind
1699,2020-03-26,A股融资融券日报：两融余额增加25.49亿元（3月25日）,Wind
1700,2020-03-26,91股获券商买入评级 精工钢构目标涨幅达70.16%,Wind
1701,2020-03-25,科创板周报—20200316-20200320,申万宏源定增俱乐部
1702,2020-03-25,华润微：瞄准世界一流的IDM模式功率半导体龙头,--
1703,2020-03-25,A股融资融券日报：两融余额减少4.98亿元（3月24日）,Wind
1704,2020-03-24,全球确诊超37万！金融市场遭重创，六大产业影响解读,证券时报网
1705,2020-03-24,【中金电子与通信】华润微（688396.SH）：功率半导体龙头，成品化+技术升级推动公司稳健增长,乐平科技视角
1706,2020-03-24,A股融资融券日报：两融余额减少102.亿元（3月23日）,Wind
1707,2020-03-23,上证指数收跌3.11%，创逾13个月收盘新低,Wind
1708,2020-03-23,A股融资融券日报：两融余额减少54.7亿元（3月20日）,Wind
1709,2020-03-20,科创板周报—20200309-20200313,申万宏源定增俱乐部
1710,2020-03-20,A股融资融券日报：两融余额增加39.59亿元（3月19日）,Wind
1711,2020-03-18,华润微电子：产线全面复工，扛起国产芯片使命担当丨复工复产进行时,电子信息产业网
1712,2020-03-18,38只科创板股融资余额环比增加,证券时报网
1713,2020-03-17,科创板收评 | 个股涨跌互现 紫晶存储和安恒信息涨超10%,第一财经
1714,2020-03-17,科创板股融资融券余额每日变动（3月16日）,证券时报网
1715,2020-03-17,A股融资融券日报：两融余额减少176.3亿元（3月16日）,Wind
1716,2020-03-16,“战疫”政策助力中小科创企业，关注生物安全主题“破局” ——科创板周观察,修炼投资的水晶球
1717,2020-03-16,28只科创板股融资余额环比增加,证券时报网
1718,2020-03-15,科创板第三十三周交易大复盘：新鲜事有趣事创纪录的事一应俱全,新浪
1719,2020-03-15,华润微：公司产品可应用于人体测温 但收入占比较小,新浪
1720,2020-03-15,华润微：公司应用于人体测温芯片产品在手订单金额相对较小,e公司
1721,2020-03-15,华润微澄清媒体报道：多项产品可应用于人体测温，但销售占比较低,Wind
1722,2020-03-14,华润微陈南翔：保障测温芯片产能,e公司
1723,2020-03-13,科创板股融资融券余额每日变动（3月12日）,证券时报网
1724,2020-03-12,科创板收评 | 个股多数下跌 紫晶存储跌超5%,第一财经
1725,2020-03-12,33只科创板股融资余额环比增加,证券时报网
1726,2020-03-11,A股融资融券日报：两融余额增加56.05亿元（3月10日）,Wind
1727,2020-03-11,科创板股融资融券余额每日变动（3月10日）,证券时报网
1728,2020-03-11,科创板首份年报：乐鑫科技利润增6成 毛利率有所下降 盈利能力下降,面包财经
1729,2020-03-10,科创板收评 | 科创板重现普涨格局 芯源微涨停,第一财经
1730,2020-03-09,3月9日科创板主力资金净流出24.37亿元,证券时报网
1731,2020-03-09,华润微稳中求进：全产业链优势凸显押注大健康赛道,Ofweek
1732,2020-03-09,A股融资融券日报：两融余额减少50.71亿元（3月6日）,Wind
1733,2020-03-09,37只科创板股融资余额环比增加,证券时报网
1734,2020-03-06,3月6日科创板主力资金净流出8.45亿元,证券时报网
1735,2020-03-06,科创板股融资融券余额每日变动（3月5日）,证券时报网
1736,2020-03-04,前两月21券商赚保荐承销费20亿 中金中信广发赚最多,中国经济网
1737,2020-03-04,A股融资融券日报：两融余额增加65.11亿元（3月3日）,Wind
1738,2020-03-04,【科新先声】科创板公司上市首份年度快报，TMT行业公司表现如何？【安信诸海滨团队】,诸海滨科新先声
1739,2020-03-02,半导体业：积极担责，承压前行丨“战疫情复生产稳增长”系列报道之二,电子信息产业网
1740,2020-03-02,6只科创板股尾盘现大额资金净流入,证券时报网
1741,2020-03-02,创下A股IPO史上多个首例!打造半导体全产业链 华润微真能冲出重围？,第一财经
1742,2020-03-02,A股融资融券日报：两融余额减少224.68亿元（2月28日）,Wind
1743,2020-03-02,A股早报2020年3月2日星期一,Wind
1744,2020-03-01,"科创板审核注册全面恢复 两光伏企业""现场+视频""上会",新浪
1745,2020-02-28,3只科创板个股主力资金净流入超亿元,证券时报网
1746,2020-02-28,5只科创板股尾盘现大额资金净流入,证券时报网
1747,2020-02-28,红筹第一股华润微登科创板 半导体巨头为何瞄准大健康,华夏时报
1748,2020-02-28,科创板红筹第一股！华润微(688396.SH)上市第二日继续逆势大涨18%创新高市值突破600亿,格隆汇
1749,2020-02-28,快讯：半导体板块大幅拉升 华润微盘中涨超16%,新浪
1750,2020-02-28,A股融资融券日报：两融余额减少15.07亿元（2月27日）,Wind
1751,2020-02-28,中金“保”驾 华润微回A 科创板上演红筹股首秀,上证报
1752,2020-02-28,四大报精华摘要:长期看多A股 央企上演复工者联盟,证券日报
1753,2020-02-28,科创板迎来红筹第一股 华润微高管在线谈“芯”,上证报
1754,2020-02-28,华润微成功登陆科创板 大基金参与战略配售,中证报
1755,2020-02-28,首单红筹架构股登陆科创板,21世纪经济报道
1756,2020-02-27,账户“二合一” 人民币跨境金融服务创新支持A股“红筹第一股”上市,中国金融新闻网
1757,2020-02-27,A股市场主力资金净流出338.37亿元 华润微净流入额居首,中证网
1758,2020-02-27,首家引入绿鞋华润微上市 换手率今年科创板新股最低,新浪
1759,2020-02-27,A股红筹第一股！华润微登陆科创板，开盘涨幅290%，无锡上市军团再添强兵,搜狐
1760,2020-02-27,解码科创板｜21亿主力资金鼎力支持，N华润微首日大涨228.20%！,上游新闻
1761,2020-02-27,华润微成功上市 锁定大健康市场做大做强,每经网
1762,2020-02-27,这家芯片公司上市，开盘涨近300％！还引入“绿鞋机制”保驾,腾讯网
1763,2020-02-27,A股收盘：成交量连续7日破万亿 华润微上市首日大涨200%,英为财情
1764,2020-02-27,华润微首日涨228.20%成交64.40亿元,证券时报网
1765,2020-02-27,华润微：供应链稳定 在手订单充足,上证报
1766,2020-02-27,华润微：员工复工率和产能利用率均已达到90%以上,上证报
1767,2020-02-27,华润微电子成功登陆科创板,电子信息产业网
1768,2020-02-27,“中国芯”来了！ “红筹第一股”华润微登陆科创板,e公司
1769,2020-02-27,A股“红筹第一股”首秀:开盘大涨290% 国家大基金加持,中证报
1770,2020-02-27,华润微 vs 斯达半导：功率半导体,半导体风向标
1771,2020-02-27,科创板新股华润微上午收盘涨251.48%半日成交47.20亿元,证券时报网
1772,2020-02-27,华润微登陆沪市 科创板“红筹第一股”扬帆起航,上证报
1773,2020-02-27,“红筹第一股”A股首秀：华润微电子开盘上涨逾270%，还有绿鞋机制保驾护航,21世纪经济报道
1774,2020-02-27,华润微：在手订单和生产物资充足 疫情期间正常生产,e公司
1775,2020-02-27,华润微：已储备硅基GaN功率器件设计、加工和封装测试等技术,e公司
1776,2020-02-27,华润微：“规模大”与“技术强”均为公司竞争优势,e公司
1777,2020-02-27,[科创板]华润微上市首日开盘上涨290.63%,全景网
1778,2020-02-27,A股红筹第一股华润微首日上市，现涨逾250%,Wind
1779,2020-02-27,早评:沪指高开0.15% 科创板新股华润微开盘涨290%,网易
1780,2020-02-27,华润微董事长李福利：将通过技术创新保持业内领先地位,e公司
1781,2020-02-27,华润微董事长李福利：公司已基本完成“长江+珠江”两江区域部署,e公司
1782,2020-02-27,华润微今日在科创板上市 开盘涨290.63%,e公司
1783,2020-02-27,华润集团董事长傅育宁：华润微上市体现了科创板的包容性和创新性,e公司
1784,2020-02-27,【e公司直播】直击“红筹第一股”华润微登陆科创板,e公司
1785,2020-02-27,2月27日新股提示：雪龙集团申购 华润微上市 瑞玛工业公布中签率,上证报
1786,2020-02-27,华润微今日上市 发行价格12.8元/股,上证报
1787,2020-02-27,N华润微:券商定位区间均值为22.52-27.32元,Wind
1788,2020-02-27,新股发行与上市一览（2月27日）,Wind
1789,2020-02-27,东北证券【新股】2月27日雪龙集团申购，华润微上市,东北证券金融世界
1790,2020-02-26,科创板收评｜13只科创板个股跌超10% 新股紫晶存储涨逾260%,第一财经
1791,2020-02-26,A股红筹第一股来了！华润微2月27日上市,北京商报网
1792,2020-02-26,华润微电子有限公司首次公开发行股,证券时报
1793,2020-02-25,华润微(688396.SH)首次公开发行股份 27日起挂牌上交所,格隆汇
1794,2020-02-25,【天风电子】闻泰科技：三大逻辑看好公司估值提升,科技伊甸园
1795,2020-02-24,投资者看过来！千字文带你了解“绿鞋机制”是什么,上证报
1796,2020-02-24,华润微首家引入超额配售权解读 “绿鞋机制”在科创板成功运用,证券时报网
1797,2020-02-20,功率半导体：华润微 VS 闻泰,半导体风向标
1798,2020-02-17,华润微网上投资者弃购金额226.53万元,北京商报网
1799,2020-02-14,华润微电子有限公司首次公开发行股票并在科创板上市网下初步,证券时报
1800,2020-02-14,2月14日新股提示：华润微、良品铺子中签号出炉 中银证券公布中签率,上证报
1801,2020-02-13,华润微(688396.SH)：国家集成电路产业投资基金获配7812.5万股,格隆汇
1802,2020-02-13,华润微中签号出炉 共210956个,上证报
1803,2020-02-13,科创板华润微中签号出炉 共21.1万个,证券时报网
1804,2020-02-13,2月13日新股提示：中银证券申购 道通科技、英杰电气上市 石头科技、百奥泰、神工股份中签号出炉 华润微、良品铺子公布中签率,上证报
1805,2020-02-13,华润微科创板IPO网上发行初步中签率0.063896%,资本邦
1806,2020-02-13,首只A股红筹架构股来袭 华润微携“绿鞋机制”启动申购,21世纪经济报道
1807,2020-02-13,"""绿鞋第一股""华润微打新结束 中签率位列科创板第二",新京报
1808,2020-02-12,华润微(688396.SH)：网上投资者已获超额配售4394.9万股 最终战略配售约8789.82万股,格隆汇
1809,2020-02-12,科创板华润微：网上发行中签率为0.0793%,e公司
1810,2020-02-12,今日新股申购：华润微、 良品铺子,中国经济网
1811,2020-02-12,新股日历｜今日新股申购：良品铺子、华润微,国融证券资讯
1812,2020-02-12,2只科创板新股即将发行（附股）,证券时报网
1813,2020-02-12,【新股】华润微、良品铺子今日发行,微信
1814,2020-02-12,【新股提示】两新股今日申购，科创板首迎“红筹”,Wind
1815,2020-02-12,2月12日新股提示：华润微、良品铺子申购 映翰通、耐普矿机上市 石头科技、百奥泰、神工股份公布中签率,上证报
1816,2020-02-12,新股提示：良品铺子、华润微今日申购,e公司
1817,2020-02-12,早知道：新基金发行持续火爆 今有两新股申购,网易
1818,2020-02-12,东北证券【新股】2月12日良品铺子、华润微申购,东北证券金融世界
1819,2020-02-11,华润微2月12日申购 申购代码“787396”,上证报
1820,2020-02-11,IPO速递：华润微 良品铺子 申购一览,红周刊
1821,2020-02-11,科创板“红筹”、“绿鞋”第一股，半导体巨头华润微来了,每日经济新闻
1822,2020-02-11,华润微完成路演 2月12日申购,中证网
1823,2020-02-11,“红筹第一股”明日正式申购这两家机构有效拟申购数量居前,科创板日报
1824,2020-02-11,华润微申购 科创板迎绿鞋机制第一股,北京商报
1825,2020-02-11,华润微(688396.SH)上市在即，科创板迎来国内最大半导体IDM厂商,格隆汇
1826,2020-02-11,华润微明日申购84.50万市值可顶格申购,证券时报网
1827,2020-02-11,科创板新股华润微2月12日申购宝典,金融界
1828,2020-02-11,华润微：本次发行价为12.8元/股 2月12日进行申购,中证网
1829,2020-02-11,中1签赚10万+？A股“最贵”新股来了 石头科技发行价271.12元,证券时报网
1830,2020-02-10,科创板华润微：发行价确定为12.80元/股,证券时报网
1831,2020-02-10,科创板华润微：发行价确定为12.80元/股,e公司
1832,2020-02-10,石头科技发行价271.12元，2019年市盈率不足27倍,澎湃新闻
1833,2020-02-09,打新机会来了：一周将有7只新股 周四有高中签率,上证报
1834,2020-02-09,华润微(688396.SH)：网上路演时间为2月11日14:00-17:00,格隆汇
1835,2020-02-07,6只科创板新股即将迎来申购（附股）,证券时报网
1836,2020-02-04,交易所多举措保障市场平稳运行 呼吁投资者理性投资,中国金融新闻网
1837,2020-02-04,科创板“绿鞋”机制第一股 华润微 半导体IDM巨头开启新征程,中证报
1838,2020-02-03,8只科创板新股即将发行（附股）,证券时报网
1839,2020-02-03,华润微电子有限公司首次公开发行股票并在科创,证券时报
1840,2020-02-03,华润微申购在即 A股将迎红筹第一股,北京商报网
1841,2020-02-02,科创板第二十七周交易大复盘：新鲜事有趣事一应俱全,新浪
1842,2020-02-01,放弃现场路演变更缴款日疫情下科创板新股发行工作因势调整,科创板日报
1843,2020-01-30,华润微电子启动招股 红筹第一股将诞生,证券时报
1844,2020-01-23,科创板发审动态：春节前3家公司注册生效2家主动撤材料,科创板日报
1845,2020-01-20,A股迎来首家红筹企业，华润微电子科创板IPO注册获批,21世纪经济报道
1846,2020-01-20,华润微电子科创板IPO注册获批 红筹第一股起航,上证报
1847,2020-01-20,[快讯]华润微电子通过IPO注册 科创板迎来红筹第一股,全景网
1848,2020-01-20,华润微电子注册通过 科创板将迎来首家红筹企业,新浪
1849,2020-01-20,科创板将迎来“红筹第一股” 华润微电子注册通过,上证报
1850,2020-01-20,证监会同意华润微电子等三家公司科创板IPO注册,Wind
1851,2020-01-17,【华西电子孙远峰团队—持续看好半导景气】半导体材料积极扩产，导入新建产线窗口期,远峰电子
1852,2020-01-14,华润微电子参与项目获国家科技进步二等奖,证券时报网
1853,2020-01-06,"【华西电子孙远峰团队—持续看好半导景气】芯片涨价全产业链蔓延,上半年景气度望延续",远峰电子
1854,2019-12-29,七套上市标准“集齐”，科创板在等下一个“阿里巴巴”,第一财经
1855,2019-12-11,国资委控股，华润微电子值得长期关注,财华社
1856,2019-12-10,电鳗快报|华润微电子IPO：会有哪些投资者前来买单？,电鳗快报
1857,2019-11-27,东风起 我国功率半导体产业发展正当时,慧聪电子网
1858,2019-10-29,透视“百天”科创板：注册制走好试点第一步,第一财经
1859,2019-10-26,华润微电子过会科创板：港元面值，或成红筹上市第一股,澎湃新闻
1860,2019-10-26,科创板红筹第一股来了 华润微电子兴图新科联袂过会,上证报
1861,2019-10-25,华润微电子过会：有望成为A股红筹、港币面值发行、有限公司组织形式第一股,21世纪经济报道
1862,2019-10-25,华润微电子科创板发行上市申请成功过会,上证报
1863,2019-10-25,华润微电子过会 或成为科创板红筹上市第一股,中证网
1864,2019-10-25,科创板上市委：华润微电子、兴图新科首发过会,e公司
1865,2019-10-25,科创板上市委：华润微电子、兴图新科首发获通过,Wind
1866,2019-10-25,科创板上市委：华润微电子、兴图新科电子首发获通过,新浪
1867,2019-10-25,华润微电子今日上会 冲击科创板红筹第一股,北京商报
1868,2019-10-17,科创板红筹第一股要来了？华润微电子递交IPO申请,新浪
1869,2019-10-16,红筹企业华润微电子25日科创板首发上会,e公司
1870,2019-10-09,华润微电子：修订补充首轮问询函内容 问询,Wind
1871,2019-09-21,华润微电子陈南翔：AIOT时代助力集成电路迎来新高峰,证券时报
1872,2019-07-25,太平洋电子刘翔团队|科创硬科技系列之十六：华润微电子,太平洋证券研究
1873,2019-07-18,国资委力挺科创板 15家央企国企旗下科创公司积极赶考,上证报
1874,2019-07-18,拟上科创板公司研发占比多高？有不足3%有超14%,每日经济新闻
1875,2019-07-12,科创板掘金|华润微电子有限公司,第一财经
1876,2019-07-08,退市八年后，华润微电子再登科创板,财华社
1877,2019-07-03,数据王：科创板数据最新概况,巨丰财经
1878,2019-07-02,【电子丨兰飞】睿创微纳(688002)：红外热成像龙头企业，安防监控、汽车夜视开启成长新征程,方正证券研究
1879,2019-06-28,华润微电子科创板IPO,证券时报
1880,2019-06-27,联讯证券：第二家红筹企业华润微电子申报科创板 航天宏图与柏楚电子顺利过会,联讯证券
1881,2019-06-26,华润微电子拟科创板上市 8年前曾于港股私有化退市,e公司
1882,2019-06-26,上交所受理三友医疗等4家公司科创板上市申请,e公司
1883,2019-06-18,【晨会聚焦】科创板+沪伦通，资本市场改革持续推进,中泰证券研究所
1884,2019-06-14,科创板正式开板：创新与改革并进 产业与资本共荣,第一财经日报
1885,2019-06-04,财政部间接持股 安集微电子争夺科创板第一股,时代周报
1886,2019-06-03,拟上会6家科创板企业解读,国都证券
1887,2019-03-31,华润微电子抢滩科创板 营收年增两成 研发占比高于同行均值,华夏时报
1888,2018-11-15,华润微电子将投资约100亿元在重庆建设12英寸晶圆生产线,新华网
1889,2018-06-09,华润微电子控股有限公司落户静安,元器件交易网
1890,2018-04-08,华润微电子将在渝设立国家级功率半导体研发中心,华龙网
