,2021-12-31,广东省境内外上市公司数量突破1100家,Wind
1104,2018-12-03,2018年国家技术创新示范企业名单公布，多家上市公司入选,Wind
1105,2018-11-29,国盛通信 | 运营商密集集采，SPN开启承载5G承载网新时代,吉时通信
1106,2018-11-29,国盛通信 | 国网+广电有望共建5G，增量资金落地在即,吉时通信
1107,2018-11-26,"通信行业周报:5G时代的内求外需,联动前行",东吴证券
1108,2018-11-23,5G最受益产业PCB，绩优上市公司抢先分享600亿蛋糕,证券之星
1109,2018-11-21,生益科技股东增持344万股 耗资约3300万元,挖贝网
1110,2018-11-19,生益科技：可转换公司债券付息公告,上交所
1111,2018-11-14,电子行业周报:iPhone或采用新天线技术12寸硅晶圆价格有望持续走高,上海证券
1112,2018-11-12,覆铜板概念表现活跃，金安国纪、华正新材携手涨停,Wind
1113,2018-11-07,生益科技:三季度盈利能力小幅下滑产能释放保障未来成长,上海证券
1114,2018-11-02,【中金电子与通信】生益科技(600183.SH)：3Q18：产能提升市场竞争压力加剧，盈利承压,乐平科技视角
1115,2018-11-02,生益科技三季报点评:只待厚积薄发来临时,浙商证券
1116,2018-10-31,【通信-夏庐生】生益科技三季报业绩点评：三季报符合预期，高频覆铜板龙头地位稳固，静待5G到来,安信证券研究
1117,2018-10-30,银河证券：上调生益科技评级至推荐,Wind
1118,2018-10-29,生益科技：前三季度净利润同比增0.43%,Wind
1119,2018-10-28,半导体、电子设备：关注5G带来的投资机会,川财证券
1120,2018-10-27,生益科技：子公司生益电子与井冈山经管会签订15亿元投资合同,中证网
1121,2018-10-26,告别东莞移师井冈山 生益科技15亿“砸”向革命圣地,e公司
1122,2018-10-26,[快讯]生益科技:子公司生益电子与井冈山经济技术开发区管理委员会签订项目投资合同,中财网
1123,2018-10-24,生益科技股东增持612万股 权益变动后持股比例为12.33%,挖贝网
1124,2018-10-22,生益科技：大股东拟增持公司股份金额1000万元至3000万元,中证网
1125,2018-10-22,生益科技：股东广新集团拟增持1000万元-3000万元,Wind
1126,2018-10-19,公告精选：海康威视前三季度净利润74亿元， 同比增20.2%；王忠磊拟减持华谊兄弟375万股,每日经济新闻
1127,2018-10-19,多家公司发布增持公告：兰生股份等获得力捧,Wind
1128,2018-10-19,生益科技：第一大股东持股增至20%,e公司
1129,2018-10-16,[买入评级]电子行业周报：苹果链龙头9月营收发布 Q4将迎下游模组及终端备货高峰,中财网
1130,2018-10-15,[增持评级]通信行业周报：国家政策与技术齐头并驱 5G版图强劲扩展,中财网
1131,2018-10-15,[推荐评级]电子行业周报：政策暖风频吹 5G仍是核心主线,中财网
1132,2018-10-11,"联讯电子行业深度PCB企业五年财报分析:行业整体持续增长,领先厂商各有优势",联讯证券
1133,2018-10-10,半导体、电子设备：行业整体持续增长 领先厂商各有优势,联讯证券
1134,2018-09-30,通信行业“科技风向标”系列深度报告之三:5G进入商用冲刺阶段,正点财经
1135,2018-09-28,"通信行业2018年第39周周报:三部委推出研发投入税前加计扣除政策,通信板块受益明显",光大证券
1136,2018-09-25,生益科技：高频高速产品布局5G开启新周期,金融界
1137,2018-09-25,"通信行业:国家政策扶持,5G技术加速发展",东吴证券
1138,2018-09-19,"生益科技:二季度业绩企稳回升,期待下半年产品量价齐增",中证网
1139,2018-09-18,信息科技：收入增速放缓 市场份额加速集中 盈利能力下降,中信建投
1140,2018-09-10,"通信行业2018年第37周周报:光博会热度高企,持续看好5G光通信",光大证券
1141,2018-09-09,信息科技：SPN渐成5G传送网主流技术 荐3股,东吴证券
1142,2018-09-03,"通信行业:中报看行业发展平稳有升,5G承载大周期有望最先启",东吴证券
1143,2018-08-28,社保基金最新建仓股、减持股、增持股！,中国基金报
1144,2018-08-28,PCB强势上涨的原因已找到，行业增速提升5倍,Wind
1145,2018-08-28,生益科技：8月27日融资余额为4.74亿元，较前一日骤降5.04%,Wind资讯
1146,2018-08-28,电子行业:云计算和5G基站成为PCB需求新拉动,东吴证券
1147,2018-08-28,"PCB行业专题报告:PCB迎产业新格局,龙头企业开启加速成长周期",国信证券
1148,2018-08-27,[买入评级]通信行业周报：5G频谱计划9月发布 关注频谱分配事件性催化,中财网
1149,2018-08-20,[推荐评级]电子行业周报：科技立国 看好5G投资主线,中财网
1150,2018-08-19,[推荐评级]通信行业深度研究：5G频谱即将发放 带来产业全新机遇,中财网
1151,2018-08-18,下周增减持重要公告,中证网
1152,2018-08-17,生益科技：总会计师何自强拟减持不超过50万股,金融界
1153,2018-08-17,【中金电子与通信】生益科技（600183.SH）：1H18：原材料价格上涨拖累盈利,乐平科技视角
1154,2018-08-16,太平洋电子|生益科技点评：下游景气产销两旺，关注旺季涨价和高频基材,刘翔电子研究
1155,2018-08-16,[买入评级]生益科技(600183)中报点评：上半年增长稳健 高端材料放量值得期待,中财网
1156,2018-08-16,[推荐评级]生益科技(600183)中报点评：1H18：原材料价格上涨拖累盈利,中财网
1157,2018-08-16,[买入评级]生益科技(600183)中报点评：胶着期已过 新周期开始,中财网
1158,2018-08-15,[买入评级]生益科技(600183)半年报点评：加快产能建设 迎接5G起航,中财网
1159,2018-08-15,生益科技（600183）2018年半年报：加快产能建设，迎接5G起航,国信研究
1160,2018-08-15,[增持评级]生益科技(600183)中报点评：成本短期承压 新产品放量在即,中财网
1161,2018-08-14,生益科技：上半年净利润同比减1.25%,Wind
1162,2018-08-14,半导体、电子设备：消费电子板块业绩展望较好 荐10股,国信证券
1163,2018-08-14,生益科技：公司上半年实现净利5.33亿元,中证网
1164,2018-08-13,[推荐评级]电子行业周报：科技立国 看好5G、自主可控、AI三条投资主线,中财网
1165,2018-08-12,【太平洋电子刘翔团队】|太平洋证券TMT联合电话会议纪要：信息消费升级三年计划解读会议,刘翔电子研究
1166,2018-08-10,[买入评级]电子行业深度研究：掘金高频覆铜板基材新蓝海,中财网
1167,2018-07-31,"电子行业:价格企稳出货乐观,电子行业迎来旺季",国联证券
1168,2018-07-30,【太平洋证券 今日早读】非银：金融去杠杆系列报告之三|木林森深度报告|水井坊、生益科技、柳药股份、雷科防务点评 20180730,太平洋证券研究
1169,2018-07-29,[买入评级]生益科技(600183)中报点评：下游景气拉动营收快速增长 期待新项目放量,中财网
1170,2018-07-27,71股获券商买入评级 博威合金目标涨幅达63.82%,Wind
1171,2018-07-26,今日资金抢入六只强势股一览（2018年7月26日）,中财网
1172,2018-07-26,56股获券商买入评级 潞安环能目标涨幅达69.88%,Wind
1173,2018-07-26,"生益科技半年报预告点评:淡季不淡,潜力在后",浙商证券
1174,2018-07-25,[买入评级]生益科技(600183)半年度业绩快报：Q2收入端超预期 坚定看好高频高速材料发展前景,中财网
1175,2018-07-25,生益科技（600183）2018年半年报业绩快报：PCB需求持续稳定成长，原材料成本上升导致净利率承压,国信研究
1176,2018-07-24,太平洋电子|生益科技半年报业绩预告点评：下游景气拉动营收快速增长，期待新项目放量,刘翔电子研究
1177,2018-07-24,生益科技：上半年净利润同比减1.25%（快报）,Wind
1178,2018-07-24,生益科技：2018年半年度业绩快报公告,Wind
1179,2018-07-24,【国信电子】生益科技—动态更新：覆铜板龙头市占率稳步提升，高频高速产品布局5G开启新周期。,国信电子研究
1180,2018-07-24,生益科技：7月23日融资余额为5.35亿元，较前一日骤降5.08%,Wind资讯
1181,2018-07-23,[买入评级]电子行业动态点评：台积电Q3营收展望乐观 下半年中高端智能机需求持续景气,中财网
1182,2018-07-19,[买入评级]生益科技(600183)动态更新：覆铜板龙头市占率稳步提升 高频高速产品布局5G开启新周期,中财网
1183,2018-07-18,[领先大市-A评级]5G系列报告之六：新空口、新格局 MASSIVE MIMO重构天线产业链,中财网
1184,2018-07-18,铜箔板块开盘活跃，金安国纪再度涨停,Wind
1185,2018-07-17,[买入评级]电子行业周报：6月营运数据继续向好 看好优质电子白马贯穿全年机会,中财网
1186,2018-07-14,安信研究|TMT向新力·第二十一期 20180714,安信证券研究
1187,2018-07-13,[领先大市-A评级]5G热点问题详解系列之五：5G基站CU-DU到底是分离还是会合设,中财网
1188,2018-07-12,90股获券商买入评级 依顿电子目标涨幅达107.31%,Wind
1189,2018-07-10,[买入评级]电子行业动态分析：大立光等6月营收及5月半导体销售再创新高 验证电子板块基本面拐点,中财网
1190,2018-07-10,[领先大市-A评级]5G热点问题详解系列之四：为什么5G基站会用64通道天线?,中财网
1191,2018-07-08,[强于大市评级]通信行业研究简报：风雨之后 坚定看好5G的投资价值,中财网
1192,2018-07-07,5G深度跟踪九：风雨之后依然坚定长期看好5G的投资价值【天风通信唐海清团队】,微信
1193,2018-07-06,"通信行业:5G频谱,你想知道的都在这里",中证网
1194,2018-07-03,生益科技今日大宗交易成交171.15万股，成交价9.04元折价3.73%,Wind资讯
1195,2018-07-03,[增持评级]电子行业周报：消费电子黎明将至 半导体维持涨价主旋律,中财网
1196,2018-07-03,[买入评级]电子行业周报：关注受益于人民币贬值的电子细分领域 继续看好消费电子等基本面拐点,中财网
1197,2018-07-02,【安信通信每周观点】MWC 2018上海开幕，5G成为最热话题,通信投研汪
1198,2018-07-02,[优于大势评级]电子行业周报：手机技术屡攀高峰 国产品牌份额上升,中财网
1199,2018-06-29,[领先大市-A评级]5G热点问题详解系列之二：NSA架构对终端带来的挑战,中财网
1200,2018-06-27,[领先大市-A评级]通信行业周报：IMT-2020(5G)峰会在深圳召开 我国NB-IOT商用进程全球领先,中财网
1201,2018-06-26,电子行业动态周报：国产手机屡攀创新高峰 智能手机行业继续回暖,中财网
1202,2018-06-20,生益科技：6月19日融资余额为6.16亿元，较前一日骤降6.12%,Wind资讯
1203,2018-06-20,"生益科技:高频覆铜板龙头启动第一条智能制造生产线,5G商用加速引领增长新空间",安信证券
1204,2018-06-19,"通信行业:3GPP冻结5G独立组网标准,工信部明确基站技术指标为5G扫除障碍",安信证券
1205,2018-06-18,35股获券商买入评级 蓝盾股份目标涨幅达79.24%,Wind
1206,2018-06-15,6月15日有67家公司获重要股东增减持 宗申动力已被连续增持38次,Wind
1207,2018-06-13,[买入评级]电子行业动态周报：5月数据继续验证消费电子景气 维持Q2基本面拐点判断,中财网
1208,2018-06-07,首款可量产彩色电子纸面世 龙头股被海外机构密集调研,证券日报
1209,2018-06-04,【通信-夏庐生】行业周报：中日韩三国加大5G合作，中国电信布局CDMA退网,安信证券研究
1210,2018-06-03,【安信通信每周观点】中日韩三国加大5G合作，中国电信布局CDMA退网,通信投研汪
1211,2018-05-29,"通信行业周报:3GPP将完成5G独立组网标准,网络提速降费成为我国经济增长新动能",安信证券
1212,2018-05-28,[优于大势评级]电子行业动态周报：国家支持兼国内支出强劲 中国半导体设备增长可期,中财网
1213,2018-05-22,【安信通信每周观点】中国铁塔赴港上市，5G+3D有望成为全球首个5G杀手级应用,通信投研汪
1214,2018-05-22,[领先大市-A评级]通信行业周报：中国铁塔赴港上市 5G+3D有望成为全球首个5G杀手级应用,中财网
1215,2018-05-21,信息科技：5G+3D有望成为全球首个5G杀手级应用 荐4股,安信证券
1216,2018-05-20,晚间重要公告2018年5月20日星期日,--
1217,2018-05-20,生益科技：生益转债转股价格调整为11.62元/股,e公司
1218,2018-05-15,49股获券商买入评级 凯乐科技目标涨幅达80.16%,Wind
1219,2018-05-14,【安信通信每周观点】中国移动加快推进5G承载网建设，云计算市场将长期高景气发展,通信投研汪
1220,2018-05-14,[领先大市-A评级]通信行业周报：中国移动加快推进5G承载网建设 云计算市场将长期高景气发展,中财网
1221,2018-05-14,三大券商看中兴事件：5G望迎反弹 关注受中美影响标的,金融界
1222,2018-05-13,太平洋电子|生益科技点评：江西九江年产3000万平CCL项目提前上马,刘翔电子研究
1223,2018-05-11,生益科技：第九届董事会第三次会议决议公告,上交所
1224,2018-05-09,[买入评级]电子行业周报：苹果及供应商Q2展望较好 板块机会大于风险,中财网
1225,2018-05-09,[领先大市-A评级]通信行业周报：工信部发布IPV6规模部署计划 联通新采物联网平台,中财网
1226,2018-05-07,半导体、电子设备：消费电子板块有望迎来布局时点,川财证券
1227,2018-05-03,[路演]生益科技：多方式开拓美洲、欧洲、东南亚、日韩等海外市场,全景网
1228,2018-05-02,生益科技：4月27日融资余额为8.81亿元，较前一日骤增5.02%,Wind资讯
1229,2018-04-30,359股获券商买入评级 中金环境目标涨幅达119.61%,Wind
1230,2018-04-28,沪深股通踊跃抄底 白马股遭机构砸盘,投资快报
1231,2018-04-28,"生益科技:一季报符合预期,高频覆铜板龙头,5G商用加速引领增长新空间",安信证券
1232,2018-04-27,"生益科技一季报点评:经营稳健,全年稳增无忧",浙商证券
1233,2018-04-26,4月26日A股龙虎榜揭秘，机构最青睐3股,--
1234,2018-04-26,生益科技跌停 五机构合计卖出逾2亿元,e公司
1235,2018-04-26,生益科技一季度净利增速下降12% 被机构砸跌停,第一财经
1236,2018-04-26,信息科技：英特尔推出新一代CPU架构TREMONT,川财证券
1237,2018-04-26,生益科技龙虎榜数据（4月26日）,Wind资讯
1238,2018-04-26,频段占用费下调5G再迎重大利好 10只概念股有望受益,证券时报网
1239,2018-04-25,生益科技：一季度净利润同比减12.19%,Wind
1240,2018-04-20,生益科技：第九届董事会第一次会议决议公告,顶尖财经网
1241,2018-04-16,[领先大市-A评级]通信行业周报：工信部瞄准5G高频关键器件 中国联通将建成30万余NB-IOT基站,中财网
1242,2018-04-09,[强于大市评级]电子制造行业研究周报：创新推动 涨价又起,中财网
1243,2018-04-08,[强于大市评级]通信行业点评：中移动获FDD-LTE牌照 通信板块现积极信号,中财网
1244,2018-04-03,[领先大市-A评级]通信行业周报：三大运营商2017年经营稳中有升 飞荣达剑指5G天线新龙头,中财网
1245,2018-04-02,[买入评级]PCB行业月度观点：全球PCB龙头臻鼎-KY全能化道路之本土启示(1/2),中财网
1246,2018-04-02,半导体、电子设备：集成电路迎来政策甜蜜期 荐11股,和讯
1247,2018-04-02,[买入评级]生益科技(600183)年报点评：17年业绩符合预期 18年稳中有增 迎接5G时代高增长,中财网
1248,2018-04-02,[买入评级]生益科技(600183)年报点评：业绩快速增长 重点规划项目有序推进,中财网
1249,2018-03-30,[强烈推荐-A评级]生益科技(600183)年报点评：迎接高频高速、IC封装基材、FCCL等新业务启程的2018,中财网
1250,2018-03-30,192股获券商买入评级，旗滨集团目标涨幅达74.66%,Wind
1251,2018-03-30,"生益科技:业绩增长符合市场预期,5G高频板布局打开成长空间",东北证券
1252,2018-03-27,生益科技：全资子公司江西生益竞得九江市两地块,证券之星
1253,2018-03-27,生益科技：拟向全资子公司生益特材料增资3亿元,证券之星
1254,2018-03-27,生益科技：2017年净利同比增44% 拟10转4.5派4.5元,e公司
1255,2018-03-27,生益科技：2017年净利润同比增43.63%，拟10转4.5派4.5元,Wind
1256,2018-03-27,沪深上市公司18年3月28日重大事项交易提示速递,搜狐
1257,2018-03-25,半导体、电子设备：中美贸易局势影响电子板块 荐5股,东北证券
1258,2018-03-23,融资客最看好个股一览,证券时报
1259,2018-03-23,三年净利润之和不足亿元 联瑞新材IPO或遭遇“窗口指导”寒流,投资时报
1260,2018-03-21,生益科技联营公司联瑞新材拟终止IPO,顶尖财经网
1261,2018-03-20,苹果液态金属应用取得进展 相关四公司或立风口,证券时报
1262,2018-03-19,[领先大市-A评级]通信行业周报：北京冬奥5G项目今年启动 中兴、联通2017年业绩表现亮眼,中财网
1263,2018-03-18,【东北电子】行业周报：电子板块回调明显，半导体板块持续强势,东北电子研究
1264,2018-03-18,半导体、电子设备：半导体板块持续强势 荐5股,东北证券
1265,2018-03-12,【招商电子】电子行业策略观点：新品、业绩和热点事件驱动电子行业板块全面上行,招商电子
1266,2018-03-12,【安信通信每周观点】5G被列入“中国制造2025”，2018美国光通讯展会进入倒计时,通信投研汪
1267,2018-03-12,生益科技:5G用高频CCL大有可为,中证网
1268,2018-03-12,[领先大市-A评级]通信行业周报：5G被列入“中国制造2025” 2018美国光通讯展会进入倒计时,中财网
1269,2018-03-12,5G将炸裂般增长 拿好这只两年涨137.15%的细分龙头,证券之星
1270,2018-03-11,听·天风一周一会 | 电子·食品饮料·通信,天风研究
1271,2018-03-11,[优于大势评级]电子行业周报：市场风格成长回归 集成电路一马当先,中财网
1272,2018-03-10,半导体、电子设备：集成电路一马当先 荐5股,东北证券
1273,2018-03-09,3月9日有40家公司获重要股东增减持 东方雨虹已被连续减持31次,Wind
1274,2018-03-09,42股获券商买入评级 中鼎股份目标涨幅达88.12%,Wind
1275,2018-03-08,[买入评级]生益科技(600183)深度报告：5G用高频CCL大有可为,中财网
1276,2018-03-07,[买入评级]LCP专题报告(电子行业)：不仅仅是天线革命,中财网
1277,2018-03-07,[买入评级]电子行业动态：2017年国内智能机ASP提升20%;MWC2018开启新机发布潮,中财网
1278,2018-03-05,【安信通信每周观点】MWC 5G大放异彩，工信部加速工业互联网发展进程,通信投研汪
1279,2018-03-05,[强于大市评级]通信行业研究周报：2018MWC看5G 新一代科技浪潮正在来袭,中财网
1280,2018-03-05,[领先大市-A评级]通信行业周报：MWC 5G大放异彩 工信部加速工业互联网发展进程,中财网
1281,2018-03-04,[领先大市-A评级]通信行业动态分析：从MWC 2018看5G：产业链加速成熟 5G商用驶入快车道,中财网
1282,2018-03-02,[买入评级]PCB行业月度观点：LCP/FPC引领天线新趋势 催生全球软板新赛道,中财网
1283,2018-03-02,生益科技：第八届董事会第三十次会议决议公告,顶尖财经网
1284,2018-02-28,[增持评级]海通电子行业周观点：5G芯片烽烟渐起 EUV设备为先进制程保驾护航,中财网
1285,2018-02-28,【招商研究】每日复盘与晨会精要（0227）：大小盘分化较严重,招商策略研究
1286,2018-02-27,MWC2018亮相，5G成最大赢家，还有哪些干货？,--
1287,2018-02-27,[增持评级]海通通信行业一周谈：前期跌出空间 积极关注5G一线龙头,中财网
1288,2018-02-27,5G利好频传 主题机会显现,大众证券报
1289,2018-02-27,【太平洋证券 今日早读】电子行业点评|轻工造纸行业深度报告|农业周报|东易日盛公司点评（20170227）,太平洋证券研究
1290,2018-02-27,电池板块预演业绩浪行情 14只年报预计翻番股吸金4亿,证券日报
1291,2018-02-26,【安信通信每周观点】中国主导G.ctn5g标准正式立项，中兴通讯预热MWC 2018,通信投研汪
1292,2018-02-26,[领先大市-A评级]通信行业周报：中国主导G.CTN5G标准正式立项 中兴通讯预热MWC 2018,中财网
1293,2018-02-26,"电子行业:国产半导体大势所趋,关注长线投资机会",东北证券
1294,2018-02-22,高密度高灵敏度柔性电子材料首次开发成功 关注受益股,金融界
1295,2018-02-20,生益科技：摆脱周期步入新成长,南方财富网
1296,2018-02-13,[推荐评级]电子行业策略观点：备战节后电子行情,中财网
1297,2018-02-13,5G盛宴3DMIMO产业先行射频行业春天来临,南方财富网
1298,2018-02-13,[领先大市-A评级]通信行业周报：通信平昌冬奥会韩国电信5G首秀 全球运营商加速5G布局,中财网
1299,2018-02-13,质量创新成中小企业转型升级普遍路径 广东将“质造”进行到底,中国经济网
1300,2018-02-12,生益科技今日大宗交易成交14.53万股，成交价13.93元折价11.78%,Wind资讯
1301,2018-02-11,[优于大势评级]电子行业周报：电子板块回调趋缓 关注低估值细分龙头布局时机,中财网
1302,2018-02-08,[增持评级]信息设备/电子元器件行业专题报告：扶摇直上 朝气蓬勃的国内PCB行业,中财网
1303,2018-02-08,5G系列报告四：5G带来高频需求，射频行业弹性最大,通信海峰
1304,2018-02-06,[买入评级]电子行业周报：智能机收入增速已显著回升;重申对电子行业不悲观,中财网
1305,2018-02-06,[领先大市-A评级]通信行业周报：中兴通讯领跑中国移动单载波400GOTN测试,中财网
1306,2018-02-06,首个5G互操作性开发测试完成，大规模商用望提速,第一财经
1307,2018-02-05,【电子|刘翔团队太平洋证券】生益科技(600183)：2017业绩传捷报，国产替代排头兵开启新征程,太平洋证券研究
1308,2018-02-05,【太平洋证券 今日早读】电新行业点评|化工-染料、拓斯达深度报告|生益科技、浙江交科、润和软件等公司点评（20180205）,太平洋证券研究
1309,2018-02-04,【平安】行业动态跟踪报告*电子*电子景气度分化，关注确定性成长个股*强于大市,平安研究
1310,2018-02-02,[增持评级]生益科技(600183)动态点评：业绩喜人 打开5G高频化成长空间,中财网
1311,2018-02-02,平安证券晨会纪要-180202,平安证券
1312,2018-02-02,82股获券商买入评级，北辰实业目标涨幅达93.37%,Wind
1313,2018-02-01,[强于大市评级]通信行业动态跟踪报告：通信行业2017年年报业绩前瞻,中财网
1314,2018-02-01,[推荐评级]电子行业周报：5G、汽车电子、国产替代成为我国PCB行业未来主要增长点,中财网
1315,2018-02-01,中信建投：上调生益科技评级至买入,Wind
1316,2018-02-01,[买入评级]生益科技(600183)年报预告点评：高增白马合预期 未来成长看高端,中财网
1317,2018-02-01,半导体、电子设备：苹果HOMEPOD已开放预定 荐11股,中信建投
1318,2018-02-01,[强于大市评级]通信行业点评：是机会还是陷阱?理性分析后应当乐观看待!,中财网
1319,2018-02-01,100股获券商买入评级 永清环保目标涨幅达69.12%,Wind
1320,2018-02-01,浙商早班车2018.02.01,浙商证券研究所
1321,2018-01-31,【安信通信】生益科技：业绩预告符合预期，高频覆铜板引领增长新空间,通信投研汪
1322,2018-01-31,生益科技：产能释放和新需求推动公司成长 推荐评级,财信证券
1323,2018-01-31,[买入评级]电子行业周报：智能机ASP持续提升;苹果HOMEPOD已开放预定,中财网
1324,2018-01-31,【平安】行业动态跟踪报告*通信*通信行业2017年年报前瞻*强于大市,平安研究
1325,2018-01-31,生益科技：涨价大周期与5G新成长共振 买入评级,中信建投
1326,2018-01-31,[领先大市-A评级]通信行业周报：爱立信发布全球首个5G小基站 中兴与高通宣布5G领航计划,中财网
1327,2018-01-31,[买入-A评级]生益科技(600183)公司快报：年报业绩预告符合预期 高频覆铜板引领未来增长新空间,中财网
1328,2018-01-31,生益科技：2017年净利10.75亿元 同比增长4,金融界
1329,2018-01-30,生益科技：预计2017年实现盈利超10亿元,中证报
1330,2018-01-30,[增持评级]生益科技(600183)调研报告：摆脱周期步入新成长,中财网
1331,2018-01-29,【安信通信每周观点】爱立信发布全球首个5G小基站，中兴与高通宣布5G领航计划,通信投研汪
1332,2018-01-29,生益科技：1月26日融资余额为7.99亿元，较前一日骤增7.17%,Wind资讯
1333,2018-01-26,中国电信积极布局5G，产业链上企业受益,第一财经
1334,2018-01-25,"科技行业周报:市场风格分化加剧,台积电对2018年展望乐观",中投证券网
1335,2018-01-24,五大券商周四看好6板块33股,证券之星
1336,2018-01-23,券商评级:沪指再度涨超1% 9股有飞涨潜力,证券之星
1337,2018-01-22,【安信通信每周观点】工信部推动5G试点进程，交通部印发北斗交运应用专项规划,通信投研汪
1338,2018-01-22,半导体、电子设备：看好绕线式无线充电推广 荐11股,中信建投
1339,2018-01-22,【电子|刘翔团队太平洋证券】 景旺电子(603228)：2017业绩报喜，产能扩张助力加速成长,太平洋证券研究
1340,2018-01-18,电子行业:CES2018精彩纷呈;重点关注智能音箱产业链,正点财经
1341,2018-01-15,通信行业周报：北斗三号一箭双星发射移动光纤光缆集采开标,中财网
1342,2018-01-14,太平洋电子|线路板产业链研究报告及调研纪要系列1：生益科技调研纪要20180109,刘翔电子研究
1343,2018-01-12,通信行业深度分析：5G：十年一遇的代际升级通信投资盛宴即将开启,中财网
1344,2018-01-12,券商首次关注9股并给予买入评级(1月12日),Wind
1345,2018-01-12,41股获券商买入评级 长园集团目标涨幅达75.13%,Wind
1346,2018-01-11,[优异评级]电子行业周报：被动原件、PCB国产替代加速,中财网
1347,2018-01-11,生益科技(600183)深度报告：行业龙头成长性十足受益长期景气周期,中财网
1348,2018-01-10,今日早盘主力资金净流出最多的50只个股（1月10日）,金投网
1349,2018-01-10,【华泰证券研究所】每日晨会启明星20180110,华泰证券研究所
1350,2018-01-10,浙商早班车2018.01.10,浙商证券研究所
1351,2018-01-09,"PCB行业深度报告:国造空间犹存,创新催化频出",中国网
1352,2018-01-09,[增持评级]海通通信一周谈 ：工信部指引高端器件突破进口替代,中财网
1353,2018-01-09,射频系列一(通信行业)：蛰伏数年国产高频板崛起,中财网
1354,2018-01-07,54股目标涨幅超两成 77亿主力资金抢筹,证券时报
1355,2018-01-05,"生益科技:从周期到成长,5G高频高速与半导体基材大有可为",中国网
1356,2018-01-05,全球最大的覆铜板供应商新年首次涨价 产业链景气持续,金融界
1357,2018-01-05,生益科技(600183)公司深度分析：覆铜板龙头引领5G高阶材料国产化突破,中财网
1358,2018-01-04,[推荐评级]电子行业策略观点：18年需强中选强,中财网
1359,2018-01-03,"电子行业周报:环保致大陆PCB集中度提升,Chip-R缺货",中国网
1360,2018-01-03,23只个股新年创历史新高7只绩优股2018年潜力凸显,证券日报
1361,2018-01-02,太平洋电子|每日追踪20180102：生益科技&大基金投资分销商中电港点评,刘翔电子研究
1362,2018-01-02,电子行业周报：电子创新展望2018,中财网
1363,2018-01-02,"电子行业周报:“砍单”后苹果链迎良机,TV面板价格跌幅有望继续收窄",中国网
1364,2018-01-02,平安研报20180102,平安研究
1365,2018-01-02,【平安重点】行业专题报告*通信*2018年通信行业十大猜想*强于大市,平安研究
1366,2018-01-01,太平洋电子|一周风向标20180101,刘翔电子研究
